"Incident Case Id","Date","Clearance Code Inc Type","PGPD Reporting Area","PGPD Sector","PGPD BEAT","Street Number","Street Name","Latitude","Longitude","Location"
"PP23070300000897","07/03/2023","AUTO, STOLEN","304","G","G3","4800 BLOCK","LEROY GORHAM DR","38.90732830763","-76.92370952666","(38.90732830762863,-76.92370952665806)"
"PP23070300000957","07/03/2023","THEFT FROM AUTO","507","K","K3","3700 BLOCK","BRANCH AVE SB","38.83875890076","-76.9476596117","(38.838758900761604,-76.94765961170197)"
"PP23070300000959","07/03/2023","B & E, RESIDENTIAL","443","K","K4","4400 BLOCK","TELFAIR BLVD","38.8305568099","-76.91222661734","(38.83055680990219,-76.91222661733627)"
"PP23070300000961","07/03/2023","THEFT FROM AUTO","407","G","G7","50 BLOCK","HAMPTON PARK BLVD","38.88862755895","-76.85382777452","(38.88862755894661,-76.85382777452469)"
"PP23070300001028","07/03/2023","THEFT FROM AUTO","243","B","B2","5200 BLOCK","MONROE PL","38.93423114717","-76.93027119339","(38.93423114717007,-76.93027119338512)"
"PP23070300001046","07/03/2023","AUTO, STOLEN & RECOVERED","829","D","D5","11600 BLOCK","GLENN DALE BLVD WB","38.98049089313","-76.8052714467","(38.980490893125534,-76.80527144670486)"
"PP23070300001111","07/03/2023","THEFT","720","H","H7","5500 BLOCK","GREENPOINT LN","38.82104238868","-76.83086194098","(38.8210423886776,-76.83086194097996)"
"PP23070300001138","07/03/2023","AUTO, STOLEN","769","K","K4","6400 BLOCK","MAXWELL DR","38.81480881572","-76.89615052938","(38.8148088157177,-76.89615052938461)"
"PP23070300001160","07/03/2023","ACCIDENT","825","D","D1","6600 BLOCK","CIPRIANO RD","38.98081897199","-76.85514010489","(38.98081897199154,-76.85514010488987)"
"PP23070300001203","07/03/2023","ACCIDENT","844","D","D5","4400 BLOCK","HOLMEHURST WAY","38.95096339285","-76.80363102257","(38.95096339285374,-76.80363102257252)"
"PP23070300001352","07/03/2023","THEFT FROM AUTO","859","E","E2","12100 BLOCK","CENTRAL AVE WB","38.90011048317","-76.79510086775","(38.900110483169556,-76.79510086774826)"
"PP23070300001591","07/03/2023","AUTO, STOLEN","624","F","F2","8700 BLOCK","BRANCH AVE SB","38.77248606086","-76.88958886266","(38.77248606085777,-76.88958886265755)"
"PP23070300001624","07/03/2023","ACCIDENT","603","J","J5","6300 BLOCK","OXON HILL RD NB","38.80266973376","-76.99293510616","(38.80266973376274,-76.99293510615826)"
"PP23070300001634","07/03/2023","ACCIDENT","328","G","G5","8500 BLOCK","MARTIN LUTHER KING JUNIOR HWY EB","38.9368558079","-76.85907711089","(38.93685580790043,-76.85907711088657)"
"PP23070300001788","07/03/2023","ACCIDENT","840","D","D6","8800 BLOCK","ANNAPOLIS RD EB","38.95916548371","-76.86432644725","(38.95916548371315,-76.86432644724846)"
"PP23070300001919","07/03/2023","AUTO, STOLEN","656","J","J5","6000 BLOCK","OXON HILL RD SB","38.80595056713","-76.9807960242","(38.805950567126274,-76.9807960242033)"
"PP23070300002013","07/03/2023","THEFT FROM AUTO","507","K","K3","3700 BLOCK","BRANCH AVE SB","38.83875890076","-76.9476596117","(38.838758900761604,-76.94765961170197)"
"PP23070300002446","07/03/2023","THEFT","175","A","A5","3500 BLOCK","DEAN DR","38.97360114753","-76.95979869366","(38.97360114753246,-76.95979869365692)"
"PP23070300002527","07/03/2023","ROBBERY, VEHICLE","720","H","H7",,"ACCESS RD / ARMSTRONG LN","38.83088488877","-76.85678052902","(38.830884888768196,-76.85678052902222)"
"PP23070300002629","07/03/2023","ACCIDENT WITH IMPOUND","649","W","W2",,"ACCOKEEK RD / BERRY RD","38.67340488732","-76.97226586938","(38.67340488731861,-76.97226586937904)"
"PP23070300000015","07/03/2023","ASSAULT","904","C","C5","13400 BLOCK","FINSBURY CT","39.07465080917","-76.85218736529","(39.074650809168816,-76.8521873652935)"
"PP23070300000332","07/03/2023","ACCIDENT","307","G","G6","2500 BLOCK","KENT VILLAGE DR","38.92438864708","-76.8843395263","(38.92438864707947,-76.88433952629566)"
"PP23070300000374","07/03/2023","AUTO, STOLEN & RECOVERED","608","K","K5","5300 BLOCK","LORRAINE DR","38.80693480372","-76.9155074507","(38.80693480372429,-76.9155074506998)"
"PP23070300000426","07/03/2023","THEFT FROM AUTO","247","B","B1","3900 BLOCK","74T AVE","38.94046472013","-76.88532377779","(38.94046472012997,-76.88532377779484)"
"PP23070300000431","07/03/2023","AUTO, STOLEN","724","F","F5","7200 BLOCK","TOURS DR","38.79315531254","-76.78558644652","(38.79315531253815,-76.78558644652367)"
"PP23070300000452","07/03/2023","AUTO, STOLEN","313","G","G4","800 BLOCK","ENGLISH CHESTNUT CT","38.90109471977","-76.87974636257","(38.90109471976757,-76.87974636256695)"
"PP23070300000460","07/03/2023","AUTO, STOLEN","313","G","G4","7200 BLOCK","DRURY CT","38.8997823894","-76.88269911706","(38.89978238940239,-76.88269911706448)"
"PP23070300000467","07/03/2023","AUTO, STOLEN","517","J","J3","2100 BLOCK","ALICE AVE","38.81087180972","-76.97095352411","(38.81087180972099,-76.9709535241127)"
"PP23070300000504","07/03/2023","ACCIDENT","838","D","D1","9000 BLOCK","LANHAM SEVERN RD WB","38.96474289894","-76.85973328352","(38.96474289894104,-76.85973328351974)"
"PP23070300000505","07/03/2023","B & E, COMMERCIAL","110","A","A4","7900 BLOCK","15TH AVE","38.98541215062","-76.98145219684","(38.985412150621414,-76.98145219683647)"
"PP23070300000507","07/03/2023","B & E, COMMERCIAL","431","K","K3","3600 BLOCK","SAINT BARNABAS RD NB","38.83974313736","-76.94076986611","(38.83974313735962,-76.9407698661089)"
"PP23070300000582","07/03/2023","AUTO, STOLEN","226","TRU","B5","6200 BLOCK","67TH CT","38.96310247481","-76.90369644761","(38.96310247480869,-76.90369644761086)"
"PP23070300000586","07/03/2023","AUTO, STOLEN","709","E","E4","4500 BLOCK","LORDS LANDING RD","38.8276040554","-76.76524527371","(38.82760405540466,-76.7652452737093)"
"PP23070300000617","07/03/2023","AUTO, STOLEN","714","H","H7","8400 BLOCK","WESTPHALIA RD","38.84105548263","-76.86137369275","(38.84105548262596,-76.86137369275093)"
"PP23070300000636","07/03/2023","AUTO, STOLEN","313","G","G4","800 BLOCK","ENGLISH CHESTNUT CT","38.90043856204","-76.87974636257","(38.90043856203556,-76.87974636256695)"
"PP23070300000645","07/03/2023","THEFT FROM AUTO","423","TRU","H4","5200 BLOCK","SILVER HILL RD SB","38.85352264345","-76.91780403256","(38.85352264344692,-76.91780403256416)"
"PP23070300000675","07/03/2023","THEFT","624","F","F2","6300 BLOCK","COVENTRY WAY WB","38.78232856095","-76.89844711125","(38.78232856094837,-76.89844711124897)"
"PP23070300000990","07/03/2023","AUTO, STOLEN","423","TRU","H4","5200 BLOCK","SILVER HILL RD SB","38.85352264345","-76.91780403256","(38.85352264344692,-76.91780403256416)"
"PP23070300001052","07/03/2023","AUTO, STOLEN","243","TRU","B2","5000 BLOCK","LAWRENCE PL","38.93259072304","-76.93059927225","(38.93259072303772,-76.93059927225113)"
"PP23070300001178","07/03/2023","ACCIDENT","932","C","C3","4900 BLOCK","POWDER MILL RD","39.03659313917","-76.90927386284","(39.0365931391716,-76.90927386283875)"
"PP23070300001491","07/03/2023","THEFT","508","K","K3","4300 BLOCK","SAINT BARNABAS RD SB","38.8295725584","-76.94273836911","(38.829572558403015,-76.94273836910725)"
"PP23070300001522","07/03/2023","ACCIDENT WITH IMPOUND","418","H","H6",,"DONNELL DR NB / MARLBORO PIKE EB","38.84958563745","-76.88499569893","(38.84958563745022,-76.88499569892883)"
"PP23070300001600","07/03/2023","ACCIDENT","928","C","C2","3400 BLOCK","POWDER MILL RD WB","39.04053014517","-76.94798769057","(39.040530145168304,-76.94798769056797)"
"PP23070300001669","07/03/2023","AUTO, STOLEN","413","H","H7","1800 BLOCK","RITCHIE STATION CT","38.86533364654","-76.84989078343","(38.86533364653587,-76.84989078342915)"
"PP23070300001874","07/03/2023","ACCIDENT WITH IMPOUND","308","G","G6",,"MARTIN LUTHER KING JUNIOR HWY EB / GOODLAND DR","38.92242014408","-76.87679360807","(38.922420144081116,-76.87679360806942)"
"PP23070300001876","07/03/2023","THEFT","418","H","H6","3100 BLOCK","DONNELL DR NB","38.84761714935","-76.88269911706","(38.84761714935303,-76.88269911706448)"
"PP23070300001956","07/03/2023","THEFT","847","D","D6","3300 BLOCK","SAVILLE LN","38.93652772903","-76.81937903166","(38.936527729034424,-76.81937903165817)"
"PP23070300002006","07/03/2023","ACCIDENT","626","W","W1","12500 BLOCK","ASBURY DR","38.71703997254","-77.00015294552","(38.717039972543716,-77.0001529455185)"
"PP23070300002087","07/03/2023","AUTO, STOLEN","243","B","B2","3400 BLOCK","55TH AVE","38.93455922604","-76.92600610852","(38.93455922603607,-76.92600610852242)"
"PP23070300002138","07/03/2023","AUTO, STOLEN","701","E","E3","10200 BLOCK","PRINCE PL","38.89158031344","-76.83020578325","(38.89158031344414,-76.83020578324795)"
"PP23070300002371","07/03/2023","THEFT","731","F","F3","8800 BLOCK","WOODYARD RD SB","38.76920522749","-76.88401144743","(38.76920522749424,-76.88401144742966)"
"PP23070300002393","07/03/2023","ACCIDENT","504","K","K1",,"WHEELER RD / IVERSON ST","38.82596364617","-76.97521860898","(38.82596364617348,-76.97521860897541)"
"PP23070300002468","07/03/2023","AUTO, STOLEN","246","B","B1","4400 BLOCK","68TH PL","38.94243322313","-76.89746285975","(38.94243322312832,-76.8974628597498)"
"PP23070300002492","07/03/2023","ACCIDENT","829","D","D5",,"LANHAM SEVERN RD / GLENN DALE BLVD EB","38.98803681135","-76.81806670129","(38.988036811351776,-76.81806670129299)"
"PP23070300002496","07/03/2023","ACCIDENT WITH IMPOUND","815","D","D2",,"LANHAM SEVERN RD / WINGATE DR","38.99394230545","-76.80691185594","(38.99394230544567,-76.80691185593605)"
"PP23070300002567","07/03/2023","ACCIDENT WITH IMPOUND","604","J","J6","6100 BLOCK","OXON HILL RD NB","38.80562247336","-76.97357819974","(38.80562247335911,-76.97357819974422)"
"PP23070300002648","07/03/2023","ACCIDENT","439","K","K4",,"SUITLAND RD / RANDOLPH RD","38.82891640067","-76.89483819902","(38.828916400671005,-76.89483819901943)"
"PP23070400000090","07/04/2023","ACCIDENT WITH IMPOUND","626","W","W1","12400 BLOCK","LAMPTON LN","38.72261738777","-76.99129469693","(38.722617387771606,-76.99129469692707)"
"PP23070400000334","07/04/2023","THEFT FROM AUTO","131","A","A2","5700 BLOCK","CYPRESS CREEK DR WB","38.95883738995","-76.98046794534","(38.958837389945984,-76.9804679453373)"
"PP23070400000350","07/04/2023","AUTO, STOLEN","750","F","F6","13900 BLOCK","TOWER RD","38.69866731763","-76.83906403184","(38.69866731762886,-76.83906403183937)"
"PP23070400000407","07/04/2023","THEFT FROM AUTO","307","G","G6","6500 BLOCK","WEST FOREST RD","38.92504480481","-76.89418202639","(38.92504480481148,-76.89418202638626)"
"PP23070400000502","07/04/2023","AUTO, STOLEN","321","TRU","G1","800 BLOCK","ALABASTER CT","38.90109471977","-76.88597995043","(38.90109471976757,-76.88597995042801)"
"PP23070400000526","07/04/2023","AUTO, STOLEN","515","TRU","J1","1100 BLOCK","KENNEBEC ST","38.81973005831","-76.98998236656","(38.819730058312416,-76.98998236656189)"
"PP23070400000528","07/04/2023","AUTO, STOLEN","234","B","B4","5300 BLOCK","67T AVE","38.95194764435","-76.90369644761","(38.95194764435291,-76.90369644761086)"
"PP23070400000545","07/04/2023","AUTO, STOLEN","405","TRU","H3","6900 BLOCK","WALKER MILL RD WB","38.87123914063","-76.88794843853","(38.87123914062977,-76.8879484385252)"
"PP23070400000574","07/04/2023","AUTO, STOLEN","424","H","H6","6200 BLOCK","SURREY SQUARE LN","38.84696097672","-76.90304027498","(38.846960976719856,-76.90304027497768)"
"PP23070400000635","07/04/2023","ACCIDENT","246","B","B1","3600 BLOCK","GRAMBY ST","38.93259072304","-76.89647860825","(38.93259072303772,-76.89647860825062)"
"PP23070400000640","07/04/2023","AUTO, STOLEN & RECOVERED","769","K","K4","5400 BLOCK","MORRIS AVE","38.81546497345","-76.89713478088","(38.81546497344971,-76.89713478088379)"
"PP23070400000652","07/04/2023","ACCIDENT WITH IMPOUND","408","H","H1","1200 BLOCK","BALBOA AVE","38.87550422549","-76.92895886302","(38.87550422549248,-76.92895886301994)"
"PP23070400000781","07/04/2023","ACCIDENT WITH IMPOUND","656","K","J5","6200 BLOCK","OXON HILL RD SB","38.80463822186","-76.98538920283","(38.80463822185993,-76.98538920283318)"
"PP23070400000784","07/04/2023","THEFT FROM AUTO","835","D","D1","9000 BLOCK","SPRING AVE","38.9690079838","-76.85907711089","(38.96900798380375,-76.85907711088657)"
"PP23070400000818","07/04/2023","ACCIDENT WITH IMPOUND","888","D","D1",,"98TH AVE / LANHAM SEVERN RD","38.9758977294","-76.83972018957","(38.97589772939682,-76.83972018957138)"
"PP23070400000868","07/04/2023","ASSAULT, WEAPON","626","W","W1","12300 BLOCK","PROXMIRE DR","38.72196123004","-76.99654403329","(38.7219612300396,-76.99654403328896)"
"PP23070400000942","07/04/2023","THEFT FROM AUTO","307","TRU","G6","2400 BLOCK","VERMONT AVE","38.92209206522","-76.89155736566","(38.92209206521511,-76.8915573656559)"
"PP23070400000954","07/04/2023","ACCIDENT","709","E","E4","4700 BLOCK","COLONEL DARNELL PL","38.82366706431","-76.75376236439","(38.82366706430912,-76.75376236438751)"
"PP23070400000968","07/04/2023","THEFT","657","J","J41","6800 BLOCK","OXON HILL RD","38.79479572177","-77.00080911815","(38.79479572176933,-77.00080911815166)"
"PP23070400001100","07/04/2023","THEFT","117","A","A6","6500 BLOCK","AGER RD NB","38.97163264453","-76.97817136347","(38.97163264453411,-76.97817136347294)"
"PP23070400001192","07/04/2023","AUTO, STOLEN","615","K","K6","3000 BLOCK","BRINKLEY RD","38.80365397036","-76.95553360879","(38.803653970360756,-76.95553360879421)"
"PP23070400001219","07/04/2023","AUTO, STOLEN","304","G","G3","1200 BLOCK","DUNBAR OAKS DR","38.9066721499","-76.92042869329","(38.90667214989662,-76.92042869329453)"
"PP23070400001270","07/04/2023","AUTO, STOLEN","266","B","B6","6100 BLOCK","WESTCHESTER PARK DR","38.99164572358","-76.90271219611","(38.991645723581314,-76.90271219611168)"
"PP23070400001352","07/04/2023","AUTO, STOLEN","502","K","K2","3200 BLOCK","CURTIS DR","38.84663289785","-76.9535651058","(38.84663289785385,-76.95356510579586)"
"PP23070400001386","07/04/2023","ASSAULT, WEAPON","603","J","J5","600 BLOCK","CARSON AVE","38.79512381554","-76.99752828479","(38.7951238155365,-76.99752828478813)"
"PP23070400001522","07/04/2023","ACCIDENT WITH IMPOUND","858","E","E2","1200 BLOCK","MERCANTILE LN","38.90700022876","-76.83545511961","(38.90700022876263,-76.83545511960983)"
"PP23070400001591","07/04/2023","ACCIDENT WITH IMPOUND","427","H","H5",,"SUITLAND RD / EASTERN LN","38.84696097672","-76.92206911743","(38.846960976719856,-76.92206911742687)"
"PP23070400001645","07/04/2023","ROBBERY, VEHICLE","426","H","H5","2400 BLOCK","GREEN VALLEY DR","38.85614730418","-76.95323702693","(38.856147304177284,-76.95323702692986)"
"PP23070400001869","07/04/2023","ACCIDENT","225","B","B3",,"RIVERDALE RD EB / 61ST PL","38.96047781408","-76.9125546962","(38.96047781407833,-76.91255469620228)"
"PP23070400002056","07/04/2023","AUTO, STOLEN","603","J","J5","600 BLOCK","CARSON AVE","38.79512381554","-76.99752828479","(38.7951238155365,-76.99752828478813)"
"PP23070400002072","07/04/2023","ACCIDENT","842","D","D6","4200 BLOCK","KINMOUNT RD","38.94899488986","-76.8502188623","(38.948994889855385,-76.85021886229515)"
"PP23070400002138","07/04/2023","ACCIDENT","871","D","D6","9100 BLOCK","VARNUM ST","38.94472980499","-76.8502188623","(38.944729804992676,-76.85021886229515)"
"PP23070400002357","07/04/2023","ACCIDENT","113","A","A3",,"UNIVERSITY BLVD EB / RIGGS RD","38.98377172649","-76.97948369384","(38.98377172648907,-76.97948369383812)"
"PP23070400002393","07/04/2023","ACCIDENT WITH IMPOUND","412","H","H3",,"WALKER MILL RD EB / RITCHIE RD SB","38.87287956476","-76.85678052902","(38.872879564762115,-76.85678052902222)"
"PP23070400002414","07/04/2023","ACCIDENT WITH IMPOUND","731","F","F3",,"CLAYTON LN / WOODYARD RD NB","38.77018947899","-76.88007444143","(38.770189478993416,-76.88007444143295)"
"PP23070400002578","07/04/2023","B & E, RESIDENTIAL","126","A","A2","6300 BLOCK","BALFOUR DR","38.96671138704","-76.9807960242","(38.96671138703823,-76.9807960242033)"
"PP23070400002741","07/04/2023","THEFT FROM AUTO","621","J","J6","1100 BLOCK","PALMER RD","38.76690864563","-76.9886700362","(38.76690864562988,-76.98867003619671)"
"PP23070400002867","07/04/2023","ACCIDENT WITH IMPOUND","127","A","A5",,"23RD AVE / AGER RD NB","38.96769563854","-76.97554670274","(38.96769563853741,-76.97554670274258)"
"PP23070400000004","07/04/2023","AUTO, STOLEN","904","C","C5","13900 BLOCK","BRIARWOOD DR","39.0812124759","-76.85087503493","(39.08121247589588,-76.85087503492832)"
"PP23070400000040","07/04/2023","ACCIDENT WITH IMPOUND","905","C","C5",,"LAUREL BOWIE RD NB / MUIRKIRK RD","39.06480830908","-76.83939211071","(39.06480830907822,-76.83939211070538)"
"PP23070400000131","07/04/2023","AUTO, STOLEN","248","B","B1",,"POGONIA CT / 65TH AVE","38.9378400594","-76.90599302948","(38.937840059399605,-76.90599302947521)"
"PP23070400000136","07/04/2023","AUTO, STOLEN","406","G","G7","7400 BLOCK","DRUMLEA RD","38.88764330745","-76.8784340322","(38.88764330744743,-76.87843403220177)"
"PP23070400000196","07/04/2023","THEFT","206","B","B63","7300 BLOCK","BALTIMORE AVE SB","38.97983472049","-76.93847328424","(38.97983472049236,-76.93847328424454)"
"PP23070400000237","07/04/2023","THEFT FROM AUTO","924","C","C3",,"QUEEN ANNE AVE / MANHEIM AVE","39.04348289967","-76.90533685684","(39.04348289966583,-76.90533685684204)"
"PP23070400000289","07/04/2023","AUTO, STOLEN","858","E","E2","9700 BLOCK","LAKE POINTE CT","38.89945431054","-76.83775170147","(38.899454310536385,-76.83775170147419)"
"PP23070400000408","07/04/2023","THEFT","524","J","J1","5100 BLOCK","INDIAN HEAD HWY SB","38.81808964908","-77.00376185775","(38.81808964908123,-77.00376185774803)"
"PP23070400000418","07/04/2023","THEFT","904","C","C5","13200 BLOCK","LAUREL BOWIE RD SB","39.07399463654","-76.84857845306","(39.073994636535645,-76.84857845306396)"
"PP23070400000464","07/04/2023","ACCIDENT","408","H","H1","1200 BLOCK","BENNING RD","38.87550422549","-76.93059927225","(38.87550422549248,-76.93059927225113)"
"PP23070400000600","07/04/2023","THEFT","709","TRU","E4","14600 BLOCK","GOVERNOR SPRIGG PL","38.82793214917","-76.75802744925","(38.82793214917183,-76.75802744925022)"
"PP23070400000775","07/04/2023","AUTO, STOLEN","836","TRU","D1","9100 BLOCK","6T ST","38.96966414154","-76.85645245016","(38.96966414153576,-76.85645245015621)"
"PP23070400000845","07/04/2023","THEFT FROM AUTO","226","B","B5","6200 BLOCK","67T CT","38.96441480517","-76.90304027498","(38.964414805173874,-76.90304027497768)"
"PP23070400000900","07/04/2023","THEFT FROM AUTO","603","K","J5","6400 BLOCK","LIVINGSTON RD","38.79971697927","-76.9886700362","(38.79971697926521,-76.98867003619671)"
"PP23070400000903","07/04/2023","AUTO, STOLEN","608","K","K5","4900 BLOCK","SHOPTON DR","38.80431014299","-76.92206911743","(38.80431014299393,-76.92206911742687)"
"PP23070400000982","07/04/2023","THEFT","411","H","H3","1600 BLOCK","ADDISON RD","38.86730214953","-76.89024503529","(38.867302149534225,-76.89024503529072)"
"PP23070400000995","07/04/2023","ACCIDENT","656","J","J5","6200 BLOCK","OXON HILL RD SB","38.80463822186","-76.98702961206","(38.80463822185993,-76.98702961206436)"
"PP23070400001053","07/04/2023","AUTO, STOLEN","441","H","H2","5800 BLOCK","SILVER HILL RD SB","38.85516306758","-76.90796153247","(38.85516306757927,-76.90796153247356)"
